symbol,timestamp,direction,requested_price,fill_price,volume,slippage_bps,market_impact_bps,total_cost_bps,latency_ms,position,portfolio_value,trade_type,closed,pnl,pnl_pct,entry_price,exit_price
XAUUSD,2020-04-12,SELL,1604.574187543638,1604.1086529632817,0.043598132535476904,2.901296705195648,0.5000000038814107,3.4012967090770587,249.23321017327382,-0.043598132535476904,9993.776870218957,OPEN_SHORT,,,,,
XAUUSD,2020-04-13,SELL,1597.647954115398,1597.1191774868887,0.04378761257022624,3.309719310485739,0.49999998306504634,3.8097192935507858,173.168036415801,-0.04378761257022624,9993.884234059948,OPEN_SHORT,,,,,
XAUUSD,2020-04-14,SELL,1562.535119210844,1562.065103141319,0.0447729478825167,3.0080352354725064,0.5000000258524233,3.5080352613249297,209.99934904159065,-0.0447729478825167,9994.186208147019,OPEN_SHORT,,,,,
XAUUSD,2020-04-15,SELL,1545.9758983950273,1545.5143856272937,0.04525948069782116,2.9852520224460855,0.5000000005201289,3.4852520229662143,247.71121169849124,-0.04525948069782116,9995.723761815208,OPEN_SHORT,,,,,
XAUUSD,2020-04-16,SELL,1535.6030470081544,1535.0914152212154,0.04556858434436157,3.331797159010775,0.499999984691027,3.8317971437018024,226.79219041644268,-0.04556858434436157,9996.4652810071,OPEN_SHORT,True,,,,
XAUUSD,2020-07-16,BUY,1539.4418486764569,1539.9252974914382,0.04544884593271354,3.1404162190145555,0.500000016671309,3.6404162356858647,223.40923640080717,0.04544884593271354,9995.122200409714,OPEN_LONG,,-0.220273171941363,-0.003148921440307996,1535.0914152212154,1539.9252974914382
XAUUSD,2020-10-15,SELL,1805.1566522993628,1804.7056121878754,0.0388130301299712,2.498620332550361,0.4999999855145817,2.9986203180649427,1026.2421261042218,-0.0388130301299712,10009.085647859016,OPEN_SHORT,,7.256157880842887,0.09705205366499811,1645.0501196901002,1804.7056121878754
XAUUSD,2020-10-16,SELL,1823.919389590479,1823.3094629500433,0.03844443850443948,3.3440438427091523,0.5000000028546856,3.8440438455638377,227.73574786725226,-0.03844443850443948,10017.079544309425,OPEN_SHORT,,,,,
XAUUSD,2020-11-26,SELL,1751.4455628338364,1750.953810314637,0.0400460129396175,2.8076951384309847,0.49999998206301177,3.3076951204939964,186.7931761247103,-0.0400460129396175,10019.773096039926,OPEN_SHORT,,,,,
XAUUSD,2021-05-06,SELL,2200.0526825682723,2199.4483057271045,0.03180180122896251,2.747101676048261,0.5000000039624085,3.24710168001067,178.18320224590295,-0.03180180122896251,9995.091157754565,OPEN_SHORT,,,,,
XAUUSD,2021-05-07,SELL,2191.6020546724567,2190.9883726953244,0.031931217166980726,2.800152408252741,0.5000000103409618,3.300152418593703,276.71451007636244,-0.031931217166980726,9997.21730733534,OPEN_SHORT,,,,,
XAUUSD,2021-05-08,SELL,2215.628881315142,2214.9347149922955,0.03158579641112954,3.133044205644431,0.5000000042173443,3.6330442098617755,103.68697905824338,-0.03158579641112954,9997.486109691252,OPEN_SHORT,,,,,
XAUUSD,2021-05-09,SELL,2266.0019922114766,2265.454698131439,0.030881275666669265,2.4152409482378605,0.5000000017181496,2.91524094995601,1015.7579104645948,-0.030881275666669265,9996.718883243477,OPEN_SHORT,,,,,
XAUUSD,2021-05-10,SELL,2268.973676410574,2268.2930630304854,0.03083592209157983,2.9996530465062374,0.4999999831606337,3.499653029666871,245.53665918552025,-0.03083592209157983,9995.127930520273,OPEN_SHORT,True,,,,
XAUUSD,2021-05-21,BUY,2151.5114938265897,2152.204729765262,0.032531417004809056,3.222088009576126,0.5000000014363516,3.7220880110124774,203.40450099780915,0.032531417004809056,9998.816799473207,OPEN_LONG,,3.5796908003077825,0.05117871899238937,2268.2930630304854,2152.204729765262
XAUUSD,2021-05-22,BUY,2121.609363678876,2122.2331101580676,0.03300304419716593,2.9399685440208345,0.5000000085597837,3.439968552580618,218.40190241956617,0.03300304419716593,10002.795371230717,OPEN_LONG,,,,,
XAUUSD,2021-05-23,BUY,2105.680312599017,2106.3237470731365,0.033249470567585454,3.0557082681058767,0.4999999970095272,3.555708265115404,115.23645446596663,0.033249470567585454,10001.822225500737,OPEN_LONG,,,,,
XAUUSD,2021-05-24,BUY,2072.6459727633332,2073.340215816087,0.033777633472513086,3.3495496185882567,0.5000000065705611,3.8495496251588177,325.43179411829675,0.033777633472513086,10001.2965694686,OPEN_LONG,,,,,
XAUUSD,2021-05-25,BUY,2071.1118282797906,2071.7492690304634,0.03379894161887636,3.0777707990892784,0.49999999317404875,3.577770792263327,265.9090925631091,0.03379894161887636,10000.198252884704,OPEN_LONG,,,,,
XAUUSD,2021-06-15,BUY,1929.451474706231,1930.166469220089,0.03627197407065586,3.705687980398341,0.5000000065550083,4.2056879869533494,612.717024902435,0.03627197407065586,9997.859123019018,OPEN_LONG,,,,,
XAUUSD,2021-06-16,BUY,1885.9850505598617,1886.5845096724493,0.03709901959243896,3.1784934478115754,0.4999999865967998,3.678493434408375,208.25971645208276,0.03709901959243896,9995.456620252471,OPEN_LONG,,,,,
XAUUSD,2021-06-17,BUY,1925.0308140859036,1925.648078723503,0.03634080150346008,3.206518218216293,0.4999999963398611,3.706518214556154,202.04055529166465,0.03634080150346008,9993.880386105711,OPEN_LONG,True,,,,
XAUUSD,2021-06-28,SELL,2021.2680254189552,2020.7556042144367,0.03463152782052852,2.535147234678196,0.49999999371152165,3.0351472283897176,181.11855027271446,-0.03463152782052852,9999.94283643447,OPEN_SHORT,,3.4562837053512934,0.0493898789409017,1925.648078723503,2020.7556042144367
XAUUSD,2021-06-29,SELL,1978.5509398153897,1977.9096698436572,0.035394213804913546,3.2411092321553316,0.4999999899391089,3.7411092220944404,228.35344396302935,-0.035394213804913546,10004.179283962649,OPEN_SHORT,,,,,
XAUUSD,2021-06-30,SELL,1959.757489186695,1959.1962084275472,0.035738919364689,2.864031709253892,0.5000000027578256,3.3640317120117174,220.36134876537324,-0.035738919364689,10005.659268626952,OPEN_SHORT,,,,,
XAUUSD,2021-07-01,SELL,1928.3558636845587,1927.7749108901926,0.03632331207334933,3.01268456360576,0.5000000094171246,3.5126845730228844,4.73126352213751,-0.03632331207334933,10006.324546441043,OPEN_SHORT,,,,,
XAUUSD,2021-07-02,SELL,1977.5426768301736,1976.9643438749931,0.03542382624118212,2.924503030738644,0.4999999805738282,3.4245030113124724,242.4338824282566,-0.03542382624118212,10007.446881222033,OPEN_SHORT,,,,,
XAUUSD,2021-07-03,SELL,2004.0903890399052,2003.3249693808957,0.03494833404376155,3.8192871099798786,0.5000000027357112,4.31928711271559,262.85081822525774,-0.03494833404376155,10005.66005286552,OPEN_SHORT,,,,,
XAUUSD,2021-07-24,SELL,1953.6004814659593,1953.0406520529216,0.035854491155203755,2.8656289673804904,0.5000000047440362,3.3656289721245267,211.26802028255133,-0.035854491155203755,10006.478740503291,OPEN_SHORT,,,,,
XAUUSD,2021-07-25,SELL,1952.5190236401359,1951.9020698690695,0.035873281195435876,3.159783662011075,0.49999999394545086,3.6597836559565255,150.5308816607893,-0.035873281195435876,10006.180567782929,OPEN_SHORT,,,,,
XAUUSD,2021-07-26,SELL,1945.911268337339,1945.3434810828192,0.03599523602742729,2.917847610826113,0.5000000081361243,3.417847618962237,220.2659659432761,-0.03599523602742729,10006.21934174756,OPEN_SHORT,,,,,
XAUUSD,2021-07-27,SELL,1919.8098752405028,1919.2191858886988,0.03648548514885421,3.0768117167333164,0.49999998040589255,3.5768116971392088,208.62587858651509,-0.03648548514885421,10006.456384530145,OPEN_SHORT,,,,,
XAUUSD,2021-07-28,SELL,1903.5844677728403,1902.9761408911,0.03679992809045404,3.1956915599973312,0.5000000084633002,3.6956915684606315,135.22802887003766,-0.03679992809045404,10007.39593259225,OPEN_SHORT,True,,,,
XAUUSD,2021-08-08,BUY,1831.1678940131192,1831.7635139170554,0.03826016761139198,3.252677735796956,0.5000000016341634,3.7526777374311195,195.46940164599155,0.03826016761139198,10008.68436422023,OPEN_LONG,,2.6206195517771653,0.03742171299147136,1902.9761408911,1831.7635139170554
XAUUSD,2021-08-09,BUY,1786.8295757159892,1787.3708526452492,0.0392124444993132,3.029258842680067,0.4999999788134967,3.529258821493564,138.32457409935566,0.0392124444993132,10009.422223927797,OPEN_LONG,,,,,
XAUUSD,2021-08-10,BUY,1788.4757357037518,1789.1626723612478,0.03916971226007282,3.8409056593980453,0.4999999900180817,4.340905649416127,1272.466637978785,0.03916971226007282,10007.725707376856,OPEN_LONG,,,,,
XAUUSD,2021-08-11,BUY,1795.8010417360697,1796.2953230016367,0.03901018548080849,2.752427769443525,0.5000000162218232,3.252427785665348,200.5273065579243,0.03901018548080849,10007.790246393313,OPEN_LONG,,,,,
XAUUSD,2021-08-12,BUY,1771.8006108830907,1772.324241449621,0.039539742687917497,2.9553583135368475,0.49999999692955044,3.455358310466398,162.8026581611829,0.039539742687917497,10008.077178373205,OPEN_LONG,,,,,
XAUUSD,2021-08-13,BUY,1789.1268486337735,1789.6589170232005,0.03915316920395345,2.9738997535768346,0.5000000143543026,3.473899767931137,154.95622357966408,0.03915316920395345,10007.140890270593,OPEN_LONG,,,,,
XAUUSD,2021-08-14,BUY,1744.8946217092644,1745.4033727684948,0.04014843099207322,2.9156549220840624,0.4999999937780681,3.4156549158621305,152.74592781643426,0.04014843099207322,10007.825901162016,OPEN_LONG,,,,,
XAUUSD,2021-08-15,BUY,1743.5140663546563,1744.0234630391428,0.04017326788862115,2.921666617531766,0.5000000096495543,3.4216666271813203,146.07201138536973,0.04017326788862115,10006.093950749257,OPEN_LONG,,,,,
XAUUSD,2021-08-16,BUY,1712.191412484889,1712.7140587728056,0.040907966960784324,3.0524991779866153,0.5000000255566343,3.5524992035432494,176.0430714148699,0.040907966960784324,10006.038533210069,OPEN_LONG,,,,,
XAUUSD,2021-08-17,BUY,1695.7928279754894,1696.2965634478992,0.04129835926438555,2.9705012552218726,0.5000000212377247,3.470501276459597,162.14921582316867,0.04129835926438555,10004.780206814303,OPEN_LONG,,,,,
XAUUSD,2021-08-18,BUY,1697.3376614441936,1697.8488591805344,0.04125800528657002,3.0117621729188637,0.5000000113581432,3.511762184277007,161.70180551414697,0.04125800528657002,10004.109458422703,OPEN_LONG,,,,,
XAUUSD,2021-08-19,BUY,1675.7709488368866,1676.2773507414531,0.04178925098399447,3.021904067008414,0.49999998542810337,3.5219040524365175,249.58419903983147,0.04178925098399447,10004.17325323303,OPEN_LONG,,,,,
XAUUSD,2021-08-20,BUY,1666.4396978881364,1666.9466820720454,0.042019512752158046,3.042319410366437,0.5000000006352552,3.5423194110016922,170.02187581325103,0.042019512752158046,10003.283448016136,OPEN_LONG,,,,,
XAUUSD,2021-08-21,BUY,1691.9268801023288,1692.4593991480351,0.04138491774109335,3.147411699458829,0.5000000058801971,3.6474117053390263,201.9311052222104,0.04138491774109335,10002.893536711368,OPEN_LONG,,,,,
XAUUSD,2021-08-22,BUY,1677.624382563969,1678.163902207892,0.04174221113226249,3.215974025714386,0.5000000051989822,3.715974030913368,185.4153166352475,0.04174221113226249,10003.96445394524,OPEN_LONG,True,,,,
XAUUSD,2021-09-02,SELL,1645.050100155759,1644.5648221705599,0.04256083235652011,2.9499283040271562,0.49999999995452776,3.449928303981684,241.21739792592064,-0.04256083235652011,10002.100218686555,OPEN_SHORT,,-1.4024998927681072,-0.02002133402650794,1678.163902207892,1644.5648221705599
XAUUSD,2021-09-03,SELL,1641.5376574006846,1641.0361365104438,0.04264547275340623,3.0551896752394145,0.4999999825173598,3.5551896577567743,87.51630316631551,-0.04264547275340623,10000.592777481597,OPEN_SHORT,,,,,
XAUUSD,2021-09-24,SELL,1665.8457547208275,1665.2666258464449,0.04201955472208818,3.476485579420637,0.5000000135915641,3.9764855930122014,221.22623785348338,-0.04201955472208818,9999.72812129287,OPEN_SHORT,,,,,
XAUUSD,2021-09-25,SELL,1660.7041085851715,1660.1230335271832,0.04214814405468045,3.4989680279850974,0.4999999974165462,3.9989680254016435,243.45003445262984,-0.04214814405468045,9999.37085726393,OPEN_SHORT,True,,,,
XAUUSD,2021-12-05,BUY,1800.2810637355788,1800.8165135046806,0.03885239084175657,2.9742565196504973,0.5000000100732084,3.474256529723706,75.71736923971056,0.03885239084175657,9992.17478760971,OPEN_LONG,,-5.929969061645862,-0.08474882712672975,1660.1230335271832,1800.8165135046806
XAUUSD,2021-12-06,BUY,1793.276433774559,1793.8290201111893,0.038980051005240005,3.0814342185217414,0.5000000184654523,3.5814342369871937,212.09480685197556,0.038980051005240005,9986.000979289602,OPEN_LONG,,,,,
XAUUSD,2021-12-07,BUY,1721.0911401410863,1721.6099533528948,0.04061383001483486,3.014443568432771,0.5000000173906727,3.514443585823444,289.37596456685895,0.04061383001483486,9985.729000818343,OPEN_LONG,,,,,
XAUUSD,2021-12-08,BUY,1720.0336621633305,1720.556101655021,0.040627348507411135,3.0373794605469215,0.5000000109992365,3.537379471546158,224.23493487894316,0.040627348507411135,9982.915291026899,OPEN_LONG,,,,,
XAUUSD,2021-12-09,BUY,1714.4194414100411,1714.9760379895843,0.0407602158470686,3.2465601246643168,0.49999998792309086,3.7465601125874075,238.93291555423036,0.0407602158470686,9982.872354897721,OPEN_LONG,,,,,
XAUUSD,2021-12-10,BUY,1732.6661712043663,1733.1823531966845,0.04033004800125865,2.9791196994367177,0.49999997945132285,3.4791196788880407,301.1957681613313,0.04033004800125865,9982.64426497559,OPEN_LONG,,,,,
XAUUSD,2022-02-09,BUY,1703.1646603309887,1703.760567787307,0.04103040563417949,3.498824689108998,0.499999982288463,3.9988246713974607,220.33961082856518,0.04103040563417949,9983.076696454287,OPEN_LONG,True,,,,
XAUUSD,2022-03-12,SELL,1656.6511960970965,1656.2020418512013,0.04218233556115662,2.7112179495199564,0.5000000011787028,3.2112179506986593,242.1365856530947,-0.04218233556115662,9983.059523079888,OPEN_SHORT,,-1.951345610522065,-0.027913855288874623,1703.760567787307,1656.2020418512013
XAUUSD,2022-03-13,SELL,1641.4559296750674,1641.0188997793546,0.042570164147207296,2.662452812847382,0.4999999909589626,3.1624528038063446,285.1673408478704,-0.042570164147207296,9982.43548095348,OPEN_SHORT,,,,,
XAUUSD,2022-03-14,SELL,1642.4266304972027,1641.9564240654604,0.04254773613104354,2.862876325866584,0.4999999907153454,3.3628763165819295,222.4664734671099,-0.04254773613104354,9983.076412713419,OPEN_SHORT,,,,,
XAUUSD,2022-03-15,SELL,1655.508370234336,1655.0331286973067,0.0422113514293357,2.870668282771429,0.49999997878757096,3.370668261559,188.95478797904482,-0.0422113514293357,9983.035087166907,OPEN_SHORT,,,,,
XAUUSD,2022-03-16,SELL,1637.8173475485626,1637.3194032546548,0.04266492203298125,3.040291975494277,0.5000000160124817,3.5402919915067588,126.27528465486867,-0.04266492203298125,9982.47849106051,OPEN_SHORT,,,,,
XAUUSD,2022-03-17,SELL,1642.7332587201636,1642.2143725234387,0.04254042834334085,3.158675907792636,0.49999998212632996,3.6586758899189658,136.99671261060882,-0.04254042834334085,9983.22521140113,OPEN_SHORT,,,,,
XAUUSD,2022-03-18,SELL,1624.4484153812123,1623.9807129568571,0.04301836090918157,2.879146053064308,0.4999999952654924,3.3791460483298006,201.5943178042584,-0.04301836090918157,9983.015458745296,OPEN_SHORT,,,,,
XAUUSD,2022-03-19,SELL,1609.8726181735733,1609.3831614630328,0.04341123156164918,3.040344341627333,0.49999999435585424,3.540344335983187,189.222816715662,-0.04341123156164918,9983.793287470204,OPEN_SHORT,,,,,
XAUUSD,2022-03-20,SELL,1576.2264149542186,1575.7487876808736,0.04434067458807285,3.030194576195142,0.4999999952598234,3.5301945714549654,236.65786065479858,-0.04434067458807285,9984.420363229954,OPEN_SHORT,,,,,
XAUUSD,2022-03-21,SELL,1554.7132907919506,1554.3051949192595,0.044960809147661256,2.6248947320905285,0.5000000029594764,3.124894735050005,228.2305908427134,-0.044960809147661256,9985.881078089897,OPEN_SHORT,,,,,
XAUUSD,2022-03-22,SELL,1523.50200313045,1523.0494128367538,0.04588628418271929,2.970723325379327,0.4999999989712715,3.4707233243505984,169.22392389328982,-0.04588628418271929,9986.835124083704,OPEN_SHORT,,,,,
XAUUSD,2022-03-23,SELL,1501.5055306953905,1501.0379309211348,0.04656504313235758,3.1142061397474374,0.4999999897787085,3.614206129526146,210.1848660782397,-0.04656504313235758,9988.238542900615,OPEN_SHORT,,,,,
XAUUSD,2022-03-24,SELL,1525.536566576207,1525.094957652563,0.04583615868664906,2.894777701953993,0.49999997818079167,3.394777680134785,265.8457898849949,-0.04583615868664906,9989.248021124684,OPEN_SHORT,,,,,
XAUUSD,2022-03-25,SELL,1504.116533071823,1503.6598021332354,0.04648370041506503,3.0365395801795128,0.4999999890052524,3.536539569184765,90.29564714948222,-0.04648370041506503,9988.128901808122,OPEN_SHORT,,,,,
XAUUSD,2022-03-26,SELL,1563.8084971546923,1563.3600779105366,0.044713770486796506,2.86748182383979,0.5000000009111082,3.367481824750898,165.63064858517356,-0.044713770486796506,9989.110603868152,OPEN_SHORT,,,,,
XAUUSD,2022-06-15,SELL,1882.951384540682,1882.3689427883996,0.037074765246730916,3.093238397254205,0.5000000041059581,3.5932384013601633,188.23440735938374,-0.037074765246730916,9972.854364693247,OPEN_SHORT,,,,,
XAUUSD,2022-06-16,SELL,1855.1301929685267,1854.533212376981,0.03762459251672199,3.2179983583273204,0.5000000018939083,3.7179983602212285,232.96577044614583,-0.03762459251672199,9971.216796558378,OPEN_SHORT,,,,,
XAUUSD,2022-09-25,SELL,2679.363742578642,2678.5213081680076,0.025968276479326136,3.144158433014783,0.500000010714876,3.6441584437296592,236.90983905671482,-0.025968276479326136,9939.779779423458,OPEN_SHORT,,,,,
XAUUSD,2022-09-26,SELL,2657.229037859767,2656.428557160211,0.026183885133962463,3.0124640674582452,0.4999999928754227,3.512464060333668,292.34104251532494,-0.026183885133962463,9939.511414564246,OPEN_SHORT,,,,,
XAUUSD,2022-09-27,SELL,2606.7295532856206,2605.9434001831237,0.026692682141320603,3.0158598597464223,0.499999989779911,3.5158598495263336,152.39241620699173,-0.026692682141320603,9940.086199177102,OPEN_SHORT,,,,,
XAUUSD,2022-09-28,SELL,2641.364803720405,2640.4861592137295,0.026346175182011305,3.3264791952922046,0.4999999992961235,3.826479194588328,262.90909242227303,-0.026346175182011305,9941.40854834524,OPEN_SHORT,,,,,
